pl_hostname,pl_letter,pl_discmethod,pl_orbper,pl_orbsmax,pl_orbeccen,pl_massj,pl_msinij,pl_radj,pl_dens,pl_orbincl,pl_ttvflag,ra,dec,st_dist,st_vj,st_teff,st_mass,st_rad,hd_name,hip_name,st_radv,st_sp,st_lum,st_metfe,st_acts,st_actr,pl_msinie,pl_disc
WASP-44,b,Transit,2.42380390,0.034730,0.000000,0.88900,,1.140,0.81100,86.020,0,3.903165,-11.938115,,,5410.00,0.95,0.93,,,-4.04,,,,,,,2011
WASP-45,b,Transit,3.12608760,0.040540,0.000000,1.00700,,1.160,0.85100,84.470,0,5.237497,-35.998260,,,5140.00,0.91,0.94,,,4.55,,,,,,,2011
WASP-46,b,Transit,1.43037000,0.024480,0.000000,2.10100,,1.310,1.25000,82.630,0,318.736969,-55.871780,,,5620.00,0.96,0.92,,,-3.78,,,,,,,2011
WASP-47,b,Transit,4.15913990,0.052000,0.110000,1.14000,,1.150,0.98400,89.200,0,331.203033,-12.018885,200.00,,5350.00,1.08,1.15,,,-27.06,,,,,,,2012
WASP-48,b,Transit,2.14363400,0.034440,0.000000,0.98000,,1.670,0.27900,80.090,0,291.162323,55.473160,,,5920.00,1.19,1.75,,,-19.68,,,,,,,2011
WASP-49,b,Transit,2.78173870,0.037900,0.000000,0.37800,,1.115,0.36300,84.890,0,91.089424,-16.965294,170.00,,5600.00,0.94,0.98,,,,,,,,,,2012
WASP-5,b,Transit,1.62843142,0.027020,0.000000,1.56800,,1.167,1.22400,85.580,0,359.348999,-41.277149,300.00,,5700.00,1.00,1.08,,,20.01,,,,,,,2007
WASP-50,b,Transit,1.95509590,0.029450,0.009000,1.46800,,1.153,1.27400,84.740,0,43.688072,-10.898080,230.00,,5400.00,0.89,0.84,,,,,,,,,,2011
WASP-52,b,Transit,1.74977980,0.027200,0.000000,0.46000,,1.270,0.29000,85.350,0,348.494751,8.761262,140.00,,5000.00,0.87,0.79,,,-1.04,5.20,,0.030,,,,2012
WASP-55,b,Transit,4.46563300,0.053300,0.200000,0.57000,,1.300,0.34600,89.200,0,203.758118,-17.503464,330.00,,5960.00,1.01,1.06,,,-4.32,,,,,,,2012
WASP-58,b,Transit,5.01718000,0.056100,0.000000,0.89000,,1.370,0.45000,87.400,0,274.701050,45.172016,300.00,,5800.00,0.94,1.17,,,-28.66,4.20,,-0.450,,,,2012
WASP-59,b,Transit,7.91958500,0.069700,0.100000,0.86300,,0.775,2.40000,89.270,0,349.623138,24.889290,125.00,,4650.00,0.72,0.61,,,-56.80,5.50,,-0.150,,,,2012
WASP-6,b,Transit,3.36100600,0.042100,0.054000,0.50300,,1.224,0.35900,88.470,0,348.157257,-22.673937,,,5450.00,0.88,0.87,,,,,,,,,,2008
WASP-60,b,Transit,4.30500110,0.053100,0.000000,0.51400,,0.860,1.10000,87.900,0,356.666565,31.155935,400.00,,5900.00,1.08,1.14,,,-26.63,4.10,,-0.040,,,,2012
WASP-61,b,Transit,3.85590000,0.051400,0.260000,2.06000,,1.240,1.42300,89.350,0,75.299660,-26.054144,480.00,,6320.00,1.22,1.36,,,18.97,,,,,,,2012
WASP-62,b,Transit,4.41195300,0.056700,0.210000,0.57000,,1.390,0.27900,88.300,0,87.139961,-63.988434,160.00,,6280.00,1.25,1.28,,,14.97,,,,,,,2012
WASP-63,b,Transit,4.37809000,0.057400,0.220000,0.38000,,1.430,0.17300,87.800,0,94.336433,-38.323257,330.00,,5570.00,1.32,1.88,,,-23.71,,,,,,,2012
WASP-66,b,Transit,4.08605200,0.054600,0.110000,2.32000,,1.390,1.14400,85.900,0,158.224960,-34.989845,380.00,,6580.00,1.30,1.75,,,-10.02,,,,,,,2012
WASP-67,b,Transit,4.61442000,0.051700,0.200000,0.42000,,1.400,0.21300,85.800,0,295.743835,-19.949596,225.00,,5240.00,0.87,0.87,,,-0.56,,,,,,,2012
WASP-7,b,Transit,4.95465800,0.061800,0.000000,0.96000,,1.330,0.54500,89.600,0,311.042603,-39.225273,140.00,,6400.00,1.28,1.43,HD 197286,,,,,,,,,2008
WASP-78,b,Transit,2.17517632,0.036200,0.000000,0.89000,,1.700,0.23940,83.200,0,63.756241,-22.116434,550.00,,6100.00,1.17,1.60,,,,,,,,,,2012
WASP-79,b,Transit,3.66238660,0.053500,0.000000,0.90000,,2.090,2.77970,83.300,0,66.370903,-30.600445,240.00,,6600.00,1.38,1.53,,,,,,,,,,2012
WASP-8,b,Transit,8.15871500,0.080100,0.310000,2.24400,,1.038,,88.550,0,359.900299,-35.031391,87.00,,5600.00,1.03,0.94,,,-1.50,,,,,,,2008
WTS-1,b,Transit,3.35205700,0.047000,0.100000,4.01000,,1.490,1.61000,85.500,0,293.993195,36.290325,3200.00,,6250.00,1.20,1.15,,,,3.60,,-0.500,,,,2012
XO-1,b,Transit,3.94150685,0.049000,0.000000,0.92000,,1.210,0.64000,88.800,0,240.549334,28.169564,172.00,11.190,5750.00,1.03,0.94,,,,4.10,-0.066,,,,,2006
XO-2,b,Transit,2.61586400,0.036800,,0.56500,,0.996,,,0,117.026951,50.225815,148.00,11.180,5340.00,0.97,0.98,,,,5.00,-0.162,,,,,2007
XO-3,b,Transit,3.19152390,0.045400,0.260000,11.79000,,1.217,8.10000,84.200,0,65.469582,57.817181,174.00,,6429.00,1.21,1.38,,,,3.50,0.465,,,,,2007
XO-4,b,Transit,4.12502000,0.055500,0.000000,1.72000,,1.340,,88.700,0,110.388222,58.268108,293.00,,6397.00,1.32,1.56,,,,,,,,,,2008
XO-5,b,Transit,4.18775700,0.048800,,1.05900,,1.109,0.96000,86.700,0,116.716530,39.094578,260.00,,5370.00,0.88,1.08,,,,,-0.056,,,,,2008
alpha Ari,b,Radial Velocity,380.80000000,1.200000,0.250000,,1.80000,,,,0,31.793364,23.462423,20.20,2.000,4553.00,1.50,13.90,HD 12929,HIP 9884,-14.60,5.10,,,0.118,,572.07000,2011
alpha Cen B,b,Radial Velocity,3.23570000,0.040000,0.000000,,0.00360,,,,0,219.896164,-60.837154,1.35,1.340,5214.00,0.93,0.86,HD 128621,HIP 71681,-18.60,5.10,,,,,1.13000,2012
beta Pic,b,Imaging,6000.00000000,8.000000,,8.00000,,,,,0,86.821198,-51.066513,19.28,3.850,,,,HD 39060,HIP 27321,,2.50,,,,,,2008
epsilon CrB,b,Radial Velocity,417.90000000,1.300000,0.110000,6.70000,,,,,0,239.396881,26.877880,70.42,4.150,,,,HD 143107,HIP 78159,,5.00,,,,,,2012
epsilon Eri,b,Radial Velocity,2502.00000000,3.390000,0.702000,,1.55000,,,30.100,0,53.232685,-9.458262,3.22,3.730,,0.83,,HD 22049,HIP 16537,16.00,5.20,,,0.447,-4.510,492.61600,2000
epsilon Tau,b,Radial Velocity,594.90000000,1.930000,0.151000,,7.60000,,,,0,67.154167,19.180431,47.50,3.540,4901.00,2.70,13.70,HD 28305,HIP 20889,,5.00,1.987,,,,2415.40600,2007
gamma 1 Leo,b,Radial Velocity,428.50000000,1.190000,0.144000,,8.78000,,,,0,154.993149,19.841488,38.50,1.980,4330.00,1.23,31.88,HD 89484,HIP 50583A,,5.10,,,,,2790.43000,2009
gamma Cep,b,Radial Velocity,903.30000000,2.050000,0.049000,,1.85000,,,,0,354.836884,77.632278,13.80,3.210,4888.00,1.40,4.90,HD 222404,HIP 116727,,5.10,,,0.124,,587.96100,2003
kappa CrB,b,Radial Velocity,1251.00000000,2.600000,0.073000,1.60000,,,,,0,237.808044,35.657383,31.10,4.820,4877.00,1.51,5.00,HD 142091,HIP 77655,,5.00,1.111,,,,,2007
ksi Aql,b,Radial Velocity,136.75000000,0.680000,0.000000,,2.80000,,,,0,298.562012,8.461452,62.66,4.680,,,,HD 188310,HIP 97938,,5.00,,,0.102,,889.88651,2008
nu Oph,b,Radial Velocity,530.32000000,1.900000,0.125600,24.00000,,,,,0,269.756622,-9.773632,46.80,3.340,4928.00,3.04,15.10,HD 163917,HIP 88048,,5.10,2.090,,,,,2004
nu Oph,c,Radial Velocity,3186.00000000,6.100000,0.165000,27.00000,,,,,0,269.756622,-9.773632,46.80,3.340,4928.00,3.04,15.10,HD 163917,HIP 88048,,5.10,2.090,,,,,2010
omicron CrB,b,Radial Velocity,187.83000000,0.830000,0.191000,1.50000,,,,,0,230.035660,29.616209,84.00,5.510,4749.00,2.13,10.50,HD 136512,HIP 75049,,5.00,1.709,,,,,2012
omicron UMa,b,Radial Velocity,1630.00000000,3.900000,0.130000,4.10000,,,,,0,127.566124,60.718170,56.30,3.360,5242.00,3.09,14.10,HD 71369,HIP 41704,,4.50,2.140,,0.120,,,2012
rho CrB,b,Radial Velocity,39.84500000,0.220000,0.040000,,1.04000,,,,0,240.261093,33.303509,17.43,5.400,,,,HD 143761,HIP 78459,17.80,4.00,,,0.145,-5.080,330.52928,1997
tau Boo,b,Radial Velocity,3.31350000,0.046000,0.018000,,3.90000,,,,0,206.815598,17.456905,15.60,4.500,,,,HD 120136,HIP 67275,-16.20,3.50,,,0.202,-4.700,1239.48478,1996
upsilon And,b,Radial Velocity,4.61703300,0.059222,0.021500,,0.68760,,,,0,24.199345,41.405460,13.47,4.100,,,,HD 9826,HIP 7513,-28.90,4.00,,,0.146,-5.040,218.53100,1996
upsilon And,c,Radial Velocity,241.25800000,0.827774,0.259600,,1.98100,,,,0,24.199345,41.405460,13.47,4.100,,,,HD 9826,HIP 7513,-28.90,4.00,,,0.146,-5.040,629.59500,1999
upsilon And,d,Radial Velocity,1276.46000000,2.513290,0.298700,,4.13200,,,,0,24.199345,41.405460,13.47,4.100,,,,HD 9826,HIP 7513,-28.90,4.00,,,0.146,-5.040,1313.22000,1999
upsilon And,e,Radial Velocity,3848.86000000,5.245580,0.005360,,1.05900,,,,0,24.199345,41.405460,13.47,4.100,,,,HD 9826,HIP 7513,-28.90,4.00,,,0.146,-5.040,336.56800,2010
